acq_date,apco_rev_post,apco_rev_repro,auco_rev_veg,awco_rev,awpr_repro,blco_rev_veg,blpub_veg,blsco_rev_veg,box_code,cco_rev_veg,cnthph,cntnull,cntrep,cntveg,country_origin,cropyear,cuan_repro,cudi_code_repro,cudi_repro,cult_code_repro,cult_repro,cuno_code_repro,cuno_repro,cust_repro,date_head_1stflow,date_head_80,date_seed,date_update,dna_gid,endo,fla_repro,grlt,grwd,grwt100,gs_accno,hdg_80head,inco_rev_repro,iris_unique_id,la,ligco_rev_veg,liglt,ligsh,llt,llt_code,lpco_rev_post,lppub,lsen,lwd,mls_proc,noco_rev,ori_country,pa_repro,pex_repro,plt_code_post,plt_post,pop_code,psh,pth,pty,scco_rev,sdht,sdht_code,second_br_repro,slco_rev,sllt_code,sound_reid,sound_var,source_accno,species_coll,species_reid,spkf,spp_code,ss_country,ss_station,status_acc,subpopulation,subpopulation_v2,variety_gid,variety_type,wcnthph,wcntnull,wcntrep,wcntveg
Acqusition date (DD-MON-YYYY),Apiculus color at post-harvest,Apiculus color at reproductive,Auricle color at vegetative,Awn color,Awn presence at reproductive,Blade color at vegetative,Blade pubescence at vegetative,Basal leafsheath color at vegetative,ID assigned to DNA.,Collar color at vegetative - cultivated,GRIMS Morpho-Agron data field,GRIMS Morpho-Agron data field,GRIMS Morpho-Agron data field,GRIMS Morpho-Agron data field,Country of origin (ISO Standard),Crop Year,Culm angle at reproductive,Culm diam. of basal internode at reproductive,Culm diameter (mm) of basal internode at repro.,Culm length at reproductive,Culm length (cm) at reproductive,Culm number (code) at reproductive - cultivated,Culm number (count) at reproductive - cultivated,Culm strength at reproductive - cultivated,Date at first flowering,Date when plants are 80% fully headed-cultivated,Date of seeding,GRIMS Morpho-Agron data field,GID assigned to the individual plant where the genomic dna for resequencing was isolated.,Endosperm type,Flag leaf angle at reproductive - cultivated,Grain length (mm),Grain Width(mm),100-grain weight (gm) - cultivated,GS Accession Number,Heading (days to 80% fully headed) - cultivated,Internode color at reproductive - cultivated,Unique ID assigned by the International Rice Information System.,Leaf angle - cultivated,Ligule color at vegetative - cultivated,Ligule length (mm) - cultivated,Ligule shape,Leaf length (cm) - cultivated,Leaf length - cultivated,Lemma and palea color at post-harvest,Lemma and palea pubescence,Leaf senescence,Leaf width (cm) - cultivated,Current status of accession in relation to agreement with the Governing Body of the International Treaty on Plant Genetic Resources for Food and Agriculture,Node color,Source Country,Panicle axis at reproductive,Panicle exsertion at reproductive,Panicle length at post-harvest,Panicle length (cm) at post-harvest,Sub-population within a sample,Panicle shattering,Panicle threshability,Panicle type,Sead coat color,Seedling height (cm),Seedling height,Secondary branching at reproductive,Sterile lemma color,Sterile lemma length,Reid Soundex code,Varname soundex code,IRGC Accession number,Scientific name given by collector/donor,Scientific name,Spikelet fertility,Species code,Donating country,Donating institute/station,Status of germplasm,subpopulation (variety grouping),subpopulation (version 2),GID assigned to the rice variety.,variety group,GRIMS Morpho-Agron data field,GRIMS Morpho-Agron data field,GRIMS Morpho-Agron data field,GRIMS Morpho-Agron data field
2011-05-01 00:00:00,20,10,61,80,9,63,3,60,BC52,60,12,36,18,6,Indonesia,2009WS,3,2,5,6,145,1,9,7,2009-11-13 00:00:00,2009-11-17 00:00:00,2009-06-17 00:00:00,2014-07-14 16:53:28.386072,3363727,1,5,7,3.5,2.6,128247,103,60,IRIS 313-10945,1,11,20,3,65,4,20,4,1,2.5,Y,60,IDN,2,1,3,25,A,1,5,1,10,19,1,1,20,3,O.SDB,BLC::RGC24884-1,24884,O. sativa,O. sativa,3,S,PHL,288,AV,trop,trop1,4056271,Tropical japonica,8,18,7,3
2011-05-01 00:00:00,20,20,61,20,9,60,3,60,AS86,61,15,44,21,8,Indonesia,1991WS,1,2,5,4,97,2,17,1,1991-10-08 00:00:00,1991-10-11 00:00:00,1991-06-18 00:00:00,2014-07-14 16:53:28.386072,3362704,1,1,8.6,2.1,1.7,127240,116,41,IRIS 313-11970,1,11,12,2,60,3,42,4,5,1.9,Y,60,IDN,2,3,3,25,A,1,9,5,10,25,1,1,20,1,O.SDB,BMDMB1::RGC77554-1,77554,O. sativa,O. sativa,1,S,PHL,288,AV,trop,trop1,4055592,Tropical japonica,9,22,10,3
2011-05-01 00:00:00,20,20,61,20,1,63,3,60,AT66,61,15,44,21,8,Indonesia,1996WS,3,2,5,6,97,2,17,1,1996-10-03 00:00:00,1996-10-07 00:00:00,1996-06-05 00:00:00,2014-07-14 16:53:28.386072,3362629,1,5,8.8,2.6,2,127240,124,41,IRIS 313-12045,1,11,12,2,60,4,20,4,5,1.9,Y,60,IDN,2,3,4,25,A,1,5,5,70,25,2,1,20,3,O.SDB,BMDMB1::RGC77554-1,81440,O. sativa,O. sativa,3,S,PHL,288,AV,trop,trop1,4055592,Tropical japonica,9,21,9,3
2011-05-01 00:00:00,80,80,61,80,1,60,3,60,AH93,61,15,44,21,8,Indonesia,1993WS,1,2,5,6,97,2,17,1,1993-11-22 00:00:00,1993-11-25 00:00:00,1993-07-14 00:00:00,2014-07-14 16:53:28.386072,3304754,1,3,8,2.8,2.2,127240,134,41,IRIS 313-9097,4,11,12,2,60,4,20,4,3,1.9,Y,60,IDN,2,3,3,25,A,1,9,5,10,25,2,1,20,3,O.SDB,BMDMB1::RGC77554-1,66538,O. sativa,O. sativa,3,S,PHL,288,AV,ind3,ind3,4055592,Indica,9,21,9,3
2012-05-01 00:00:00,80,80,61,80,1,60,2,60,BF10,60,14,42,20,8,Indonesia,1993WS,3,2,5,6,150,2,19,3,1993-11-22 00:00:00,1993-11-25 00:00:00,1993-07-14 00:00:00,2014-07-14 16:53:28.386072,3363490,1,5,8.4,2.9,2.1,128009,112,60,IRIS 313-11182,3,11,21,2,57,3,20,4,7,2,Y,60,IDN,2,1,3,26,A,1,5,5,10,57,2,1,20,3,O.SDB,CMFCM::RGC35581-2,35581,O. sativa,O. sativa,5,S,PHL,288,AV,ind3,ind3,4055039,Indica,9,21,9,3
2011-05-01 00:00:00,80,80,61,80,1,60,3,60,BD11,60,12,36,18,6,Indonesia,1993WS,3,1,4,6,146,2,13,9,1993-11-22 00:00:00,1993-11-25 00:00:00,1993-07-14 00:00:00,2014-07-14 16:53:28.386072,3363675,1,5,9,2.9,2,127250,110,60,IRIS 313-10997,3,11,21,2,68,4,20,4,1,1.7,Y,60,IDN,2,7,3,26,A,1,9,1,10,30,2,1,20,3,O.SDB,CMFMGR::RGC27107-1,27107,O. sativa,O. sativa,5,S,PHL,288,AV,ind3,ind3,4056244,Indica,8,18,7,3
2011-05-01 00:00:00,80,20,61,80,1,60,3,60,AS18,61,14,42,20,8,Indonesia,1993WS,3,2,6,6,143,2,14,3,1993-11-22 00:00:00,1993-11-25 00:00:00,1993-07-14 00:00:00,2014-07-14 16:53:28.386072,3362772,1,7,8,3.1,2.4,127251,115,60,IRIS 313-11902,9,11,17,2,64,4,20,5,5,1.4,Y,60,IDN,2,3,3,27,A,1,2,5,10,50,2,1,20,3,O.SDB,CMFDR::RGC73667-1,73667,O. sativa,O. sativa,5,S,PHL,288,AV,ind3,ind3,4055654,Indica,9,21,9,3
2012-05-01 00:00:00,20,20,61,80,1,60,3,60,BA58,61,15,44,21,8,Indonesia,1996WS,5,2,6,6,143,2,14,1,1996-10-07 00:00:00,1996-10-09 00:00:00,1996-06-05 00:00:00,2014-07-14 16:53:28.386072,3363907,1,5,8.5,3.4,2.6,128010,126,41,IRIS 313-10765,1,11,17,2,64,4,54,4,5,1.4,Y,60,IDN,2,1,4,27,A,1,1,5,10,50,2,1,20,5,O.SDB,CRCD::RGC17401-2,17401,O. sativa,O. sativa,3,S,PHL,288,AV,trop,trop1,4055186,Japonica,9,21,9,3
2012-05-01 00:00:00,20,20,61,20,9,60,3,60,BG46,61,14,42,20,8,Indonesia,1996WS,5,2,5,6,143,2,14,4,1996-10-07 00:00:00,1996-10-09 00:00:00,1996-06-05 00:00:00,2014-07-14 16:53:28.386072,3363361,1,3,8,3.4,2.5,128010,106,60,IRIS 313-11311,2,11,16,2,66,4,20,3,1,2.2,Y,60,IDN,2,1,4,36,A,1,1,5,10,25,1,1,20,3,O.SDB,CRCD::RGC17401-2,43377,O. sativa,O. sativa,3,S,PHL,288,AV,trop,trop1,4055186,Japonica,9,21,9,3
2012-05-01 00:00:00,20,60,62,11,9,60,3,60,AH54,61,14,42,20,8,Indonesia,2008WS,3,2,7.1,6,174,2,13,7,2008-10-06 00:00:00,2008-10-08 00:00:00,2008-06-25 00:00:00,2014-07-11 16:54:22.842738,3305208,1,7,7.6,2.8,2.2,131935,104,41,IRIS 313-8643,5,11,13,3,61.4,4,20,4,7,1.5,Y,60,IDN,3,9,4,27.6,A,1,3,3,10,36,1,1,20,3,O.SDB,CRCD::RGC17401-2,17440,O. sativa,O. sativa,5,S,PHL,288,AV,ind3,ind3,4055186,Indica,9,21,9,3
2011-05-01 00:00:00,20,60,62,11,9,63,3,60,BA59,61,14,42,20,8,Indonesia,2008WS,5,2,6,6,145,2,8,9,2008-10-17 00:00:00,2008-10-20 00:00:00,2008-06-25 00:00:00,2014-07-11 16:54:23.210884,3363906,1,7,7.8,3.5,2.7,127325,115,60,IRIS 313-10766,3,11,20,3,56,4,42,4,9,2.2,Y,60,IDN,3,9,4,29.4,A,1,1,5,10,34,1,1,20,3,O.SDB,DGLR::RGC17471-1,17471,O. sativa,O. sativa,4,S,PHL,288,AV,trop,trop1,4056354,Japonica,9,21,9,3
2012-05-01 00:00:00,20,10,61,20,5,60,3,60,BA60,61,12,36,18,6,Indonesia,2008WS,3,2,5,6,137,2,12,9,2008-10-17 00:00:00,2008-10-20 00:00:00,2008-06-25 00:00:00,2014-07-11 16:54:23.210884,3363905,1,5,8,3.2,2.8,128032,127,60,IRIS 313-10767,3,11,20,3,61,4,20,4,1,1.8,Y,60,IDN,3,1,3,27,A,1,1,1,10,57,2,1,20,3,O.SDB,DGMGD::RGC17491-2,17491,O. sativa,O. sativa,3,S,PHL,288,AV,trop,trop1,4055185,Japonica,8,18,7,3
2011-05-01 00:00:00,20,80,80,20,5,61,3,84,BF5,80,12,36,18,6,Indonesia,2008WS,3,1,4,6,132,2,14,7,2008-10-17 00:00:00,2008-10-20 00:00:00,2008-06-25 00:00:00,2014-07-11 16:54:23.210884,3363495,1,5,8.7,2.7,2,127309,111,60,IRIS 313-11177,3,11,14,3,63,4,20,4,1,1.4,Y,60,IDN,3,1,3,29,A,1,5,5,10,46,2,1,20,3,O.SDB,DLFCMG::RGC35265-1,35265,O. sativa,O. sativa,3,S,PHL,288,AV,ind3,indx,4056157,Indica,8,18,7,3
2009-11-01 00:00:00,20,10,61,20,5,61,3,60,AF15,60,12,35,17,6,Indonesia,2008WS,1,1,4,6,141,2,20,1,2008-10-17 00:00:00,2008-10-20 00:00:00,2008-06-25 00:00:00,2014-07-11 16:54:23.210884,3304318,1,5,9.5,2.8,2.7,125729,116,60,IRIS 313-9533,3,11,30,3,78,4,42,4,9,1.2,Y,60,IDN,3,1,4,32,A,1,5,9,10,24,1,1,20,5,O.SDB,DDCMG::RGC44-1,44,O. sativa,O. sativa,3,S,PHL,288,AV,ind3,ind3,3059094,Indica,8,18,7,3
2011-05-01 00:00:00,20,80,80,20,5,60,3,84,BA62,80,12,36,18,6,Indonesia,2008WS,3,2,5,4,95,2,14,9,2008-10-17 00:00:00,2008-10-20 00:00:00,2008-06-25 00:00:00,2014-07-11 16:54:23.210884,3363903,1,5,9.4,2.8,2.6,127375,111,60,IRIS 313-10769,3,80,14,3,36,2,42,4,1,1.4,Y,60,IDN,3,7,4,32,A,1,5,5,10,43,2,1,20,3,O.SDB,GGBR::RGC17586-1,17586,O. sativa,O. sativa,3,S,PHL,288,AV,indx,indx,4056353,Indica,8,18,7,3
2012-05-01 00:00:00,20,52,61,20,7,63,3,60,BA63,61,15,44,21,8,Indonesia,1992WS,5,2,5,4,95,1,14,1,1992-10-12 00:00:00,1992-10-15 00:00:00,1992-06-17 00:00:00,2014-07-11 16:54:23.210884,3363902,1,5,8.3,3.1,2.4,128042,120,41,IRIS 313-10770,1,11,14,2,36,4,20,4,3,1.4,Y,60,IDN,2,3,3,32,A,1,9,5,10,43,2,2,20,3,O.SDB,GMDM::RGC17593-2,17593,O. sativa,O. sativa,5,S,PHL,288,AV,trop,trop1,4055184,Japonica,9,21,9,3
2010-01-28 00:00:00,20,70,61,70,9,60,3,60,AM46,61,14,42,20,8,Indonesia,1992WS,3,2,5,4,108,2,16,3,1992-10-12 00:00:00,1992-10-15 00:00:00,1992-06-17 00:00:00,2014-07-11 16:54:23.210884,3305960,1,7,8.5,3.6,3,122052,103,41,IRIS 313-7883,2,11,14,2,50,3,82,3,1,1.4,Y,60,IDN,2,1,3,24,A,1,2,5,10,26,1,1,70,3,O.SDB,GMG::RGC48698-C1,48698,O. sativa,O. sativa,3,S,FRA,015,AV,trop,trop1,3302329,Tropical japonica, Trop,9,21,9,3
2010-01-28 00:00:00,20,20,61,70,9,60,3,60,BA61,61,14,42,21,7,Indonesia,1990WS,3,2,6.7,6,134,2,17,3,1990-10-28 00:00:00,1990-10-31 00:00:00,1990-06-13 00:00:00,2014-07-11 16:54:23.210884,3363904,1,5,8.8,2.8,2.3,132423,141,60,IRIS 313-10768,5,11,20,2,52,3,42,4,1,1.4,Y,60,IDN,2,1,3,26,A,1,9,5,10,29,1,1,20,1,O.SDB,GMG::RGC48698-C1,17569,O. sativa,O. sativa,3,S,FRA,015,AV,ind3,ind3,3302329,Indica,9,21,9,3
2010-01-28 00:00:00,20,80,61,70,9,60,3,60,BA64,60,12,35,17,6,Indonesia,1990WS,3,2,5,4,92,2,11,3,1990-10-28 00:00:00,1990-10-31 00:00:00,1990-06-13 00:00:00,2014-07-11 16:54:23.210884,3363901,1,7,8.1,3.4,2.6,132423,90,60,IRIS 313-10771,5,11,13,2,69,4,20,4,1,1.5,Y,60,IDN,2,7,3,24,A,1,1,5,70,53,2,1,20,3,O.SDB,GMG::RGC48698-C1,17666,O. sativa,O. sativa,3,S,FRA,015,AV,trop,trop1,3302329,Intermediate type,7,17,7,3
2010-01-28 00:00:00,20,10,61,20,5,63,3,60,BA32,60,12,36,18,6,Indonesia,1990WS,3,2,6,6,144,1,8,7,1990-10-28 00:00:00,1990-10-31 00:00:00,1990-06-13 00:00:00,2014-07-11 16:54:23.210884,3363933,1,5,8.4,3.2,3,132423,89,60,IRIS 313-10739,5,11,18,2,63,4,20,4,1,1.7,Y,60,IDN,2,1,3,27,A,1,5,1,10,37,2,1,20,3,O.SDB,GMG::RGC48698-C1,16418,O. sativa,O. sativa,3,S,FRA,015,AV,admx,indx,3302329,Intermediate type,8,18,7,3
2010-01-28 00:00:00,20,87,61,70,9,63,3,60,AM60,61,14,42,20,8,Indonesia,1990WS,3,2,5,5,124,2,12,3,1990-10-28 00:00:00,1990-10-31 00:00:00,1990-06-13 00:00:00,2014-07-11 16:54:23.210884,3305958,1,3,9,4.4,4.3,122063,90,84,IRIS 313-7885,5,11,10,2,73,4,90,5,1,1.4,Y,60,IDN,2,1,3,29,A,1,1,4,70,57,2,1,80,3,O.SDB,GG::RGC43390-C1,43390,O. sativa,O. sativa,3,S,FRA,015,AV,trop,trop1,3302327,Tropical japonica, Trop,9,21,9,3
2011-05-01 00:00:00,20,80,80,70,9,60,3,84,BA65,60,12,36,18,6,Indonesia,1990WS,3,2,5,5,114,2,11,9,1990-10-28 00:00:00,1990-10-31 00:00:00,1990-06-13 00:00:00,2014-07-11 16:54:23.210884,3363900,1,5,8.2,3.2,2.4,127388,127,60,IRIS 313-10772,5,11,20,2,62,4,20,5,1,1.7,Y,60,IDN,2,1,4,31,A,1,9,1,10,50,2,1,20,3,O.SDB,GGD::RGC17669-1,17669,O. sativa,O. sativa,3,S,PHL,288,AV,ind3,ind3,4056352,Indica,8,18,7,3
2011-05-01 00:00:00,20,10,61,20,5,60,3,60,BA66,60,12,36,18,6,Indonesia,1990WS,3,2,5,5,125,2,12,9,1990-10-28 00:00:00,1990-10-31 00:00:00,1990-06-13 00:00:00,2014-07-11 16:54:23.210884,3363899,1,5,9.3,3.5,3.4,131989,94,60,IRIS 313-10773,5,11,17,2,60,3,20,5,1,1.9,Y,60,IDN,2,1,4,32,A,1,1,5,70,38,2,1,20,3,O.SDB,GGD::RGC17669-1,17728,O. sativa,O. sativa,3,S,PHL,288,AV,trop,trop1,4056352,Japonica,8,18,7,3
2011-05-01 00:00:00,20,80,80,20,5,85,3,80,BA67,80,12,35,17,6,Indonesia,1990WS,3,2,5,5,120,2,12,9,1990-10-28 00:00:00,1990-10-31 00:00:00,1990-06-13 00:00:00,2014-07-11 16:54:23.210884,3363898,1,3,9.5,3,2.6,127404,111,60,IRIS 313-10774,5,80,15,2,50,3,42,5,1,1.9,Y,60,IDN,2,7,4,31,A,1,5,5,10,50,2,1,20,3,O.SDB,HGRM::RGC17733-1,17733,O. sativa,O. sativa,3,S,PHL,288,AV,indx,indx,4056350,Indica,8,18,7,3
2012-05-01 00:00:00,20,80,61,20,1,60,3,60,BB24,60,12,36,18,6,Indonesia,1990WS,3,2,5,6,146,2,16,9,1990-10-28 00:00:00,1990-10-31 00:00:00,1990-06-13 00:00:00,2014-07-11 16:54:23.210884,3363848,1,5,9.3,2.7,2.6,128053,108,60,IRIS 313-10824,5,11,33,2,63,4,20,5,1,1.4,Y,60,IDN,2,1,4,31,A,1,5,5,10,19,1,1,20,3,O.SDB,HMGCMDL::RGC19282-2,19282,O. sativa,O. sativa,3,S,PHL,288,AV,ind3,ind3,4055166,Indica,8,18,7,3
2012-05-01 00:00:00,87,87,84,20,1,63,3,81,AH86,80,12,36,18,6,Indonesia,2009WS,5,2,8.9,6,122,2,10,5,2009-11-20 00:00:00,2009-11-23 00:00:00,2009-06-17 00:00:00,2014-07-14 16:53:56.578314,3304873,1,5,8.1,2.9,1.9,128053,157,60,IRIS 313-8978,5,11,22,3,63.6,4,90,4,7,1.3,Y,60,IDN,3,7,4,28.4,A,1,2,5,10,47,1,1,80,3,O.SDB,HMGCMDL::RGC19282-2,66562,O. sativa,O. sativa,3,S,PHL,288,AV,ind3,ind3,4055166,Indica,8,18,7,3
2012-05-01 00:00:00,87,20,61,20,1,60,3,60,BA68,61,14,42,20,8,Indonesia,2009WS,3,2,5,6,139,2,16,5,2009-11-20 00:00:00,2009-11-23 00:00:00,2009-06-17 00:00:00,2014-07-14 16:53:56.578314,3363897,1,5,9.3,3.1,2.7,128056,128,60,IRIS 313-10775,8,11,25,2,63,4,20,4,5,1.1,Y,60,IDN,2,3,4,31,A,1,6,5,10,54,2,1,20,3,O.SDB,IMDL::RGC17748-2,17748,O. sativa,O. sativa,5,S,PHL,288,AV,indx,indx,4055183,Indica,9,21,9,3
2012-05-01 00:00:00,87,20,61,20,1,63,3,60,BH36,61,14,42,20,8,Indonesia,2009WS,3,2,5,5,127,2,16,3,2009-11-20 00:00:00,2009-11-23 00:00:00,2009-06-17 00:00:00,2014-07-14 16:53:56.578314,3363278,1,5,9.6,2.9,3,128057,126,60,IRIS 313-11394,4,11,28,2,53,3,20,2,5,1.1,Y,60,IDN,2,3,3,27,A,1,7,5,10,58,2,1,20,3,O.SDB,IMDM13030::RGC48630-2,48630,O. sativa,O. sativa,3,S,PHL,288,AV,indx,indx,4054918,Indica,9,21,9,3
2012-05-01 00:00:00,87,20,61,20,1,60,3,60,BH37,61,14,42,20,8,Indonesia,2009WS,3,2,5,5,123,2,14,3,2009-11-20 00:00:00,2009-11-23 00:00:00,2009-06-17 00:00:00,2014-07-14 16:53:56.578314,3363277,1,5,8.2,2.4,1.6,128057,136,60,IRIS 313-11395,3,11,18,2,53,3,42,2,7,1.4,Y,60,IDN,2,3,3,23,A,1,7,5,10,49,2,1,20,1,O.SDB,IMDM13030::RGC48630-2,48665,O. sativa,O. sativa,3,S,PHL,288,AV,ind3,ind3,4054918,Indica,9,21,9,3
2012-05-01 00:00:00,87,10,61,20,1,60,3,60,BB44,60,12,36,18,6,Indonesia,2009WS,3,2,5,4,109,2,10,9,2009-11-20 00:00:00,2009-11-23 00:00:00,2009-06-17 00:00:00,2014-07-14 16:53:56.578314,3363828,1,3,7.7,3,1.7,128058,127,60,IRIS 313-10844,3,11,24,2,56,3,54,2,1,1.6,Y,60,IDN,2,1,3,24,A,1,9,1,10,33,2,1,20,3,O.SDB,IMDM7505::RGC20162-2,20162,O. sativa,O. sativa,3,S,PHL,288,AV,ind3,ind3,4055161,Indica,8,18,7,3
2010-11-01 00:00:00,87,80,61,80,9,60,3,60,AK07,61,14,42,20,8,Indonesia,2009WS,3,2,5,6,147,2,15,4,2009-11-20 00:00:00,2009-11-23 00:00:00,2009-06-17 00:00:00,2014-07-14 16:53:56.578314,3304446,1,3,8.5,3.5,2.7,126059,102,60,IRIS 313-9405,2,11,13,2,72,4,20,5,1,2,Y,60,IDN,2,5,3,25,A,1,1,5,10,51,2,1,20,1,O.SDB,IMGSBLMC::RGC43402-1,43402,O. sativa,O. sativa,3,S,PHL,288,AV,trop,trop1,3059204,Tropical japonica,9,21,9,3
2009-11-01 00:00:00,87,20,80,80,9,60,3,60,AE65,80,14,43,21,8,Indonesia,1990WS,1,2,6.3,7,157,3,24,1,1990-10-25 00:00:00,1990-10-29 00:00:00,1990-06-13 00:00:00,2014-07-14 16:53:56.578314,3304600,1,5,6.8,3,1.9,126980,139,60,IRIS 313-9251,5,11,17,2,56,3,20,2,1,1.7,Y,60,IDN,2,1,3,24,A,1,9,5,10,29,1,1,20,1,O.SDB,JMDLR::RGC48552-1,48552,O. sativa,O. sativa,3,S,PHL,288,AV,ind3,ind3,3059348,Indica,9,22,10,3
2011-05-01 00:00:00,87,20,61,80,9,60,3,60,AQ19,61,14,42,20,8,Indonesia,1990WS,1,1,4,3,88,2,12,1,1990-10-25 00:00:00,1990-10-29 00:00:00,1990-06-13 00:00:00,2014-07-14 16:53:56.578314,3362955,1,5,8.8,3.2,2.8,127450,132,60,IRIS 313-11717,3,11,25,2,53,3,20,4,3,1.5,Y,60,IDN,2,5,3,23,A,1,7,5,10,26,1,1,20,3,O.SDB,JDM::RGC66565-1,66565,O. sativa,O. sativa,3,S,PHL,288,AV,ind3,indx,4055827,Indica,9,21,9,3
2012-05-01 00:00:00,87,80,61,80,9,61,3,60,BC58,60,12,36,18,6,Indonesia,1990WS,3,2,5,6,133,2,13,9,1990-10-25 00:00:00,1990-10-29 00:00:00,1990-06-13 00:00:00,2014-07-14 16:53:56.578314,3363721,1,5,8.4,2.4,2,128062,134,60,IRIS 313-10951,3,11,25,2,70,4,54,4,1,1.8,Y,60,IDN,2,7,3,30,A,1,5,5,10,23,1,1,20,3,O.SDB,JMDBMG::RGC25413-2,25413,O. sativa,O. sativa,3,S,PHL,288,AV,ind3,ind3,4055127,Indica,8,18,7,3
2012-05-01 00:00:00,87,10,61,80,9,60,3,60,AC42,60,12,36,18,6,Indonesia,1990WS,3,2,5,5,120,2,12,9,1990-10-25 00:00:00,1990-10-29 00:00:00,1990-06-13 00:00:00,2014-07-14 16:53:56.578314,3304537,1,5,10.3,2.8,2.8,128062,103,60,IRIS 313-9314,3,11,22,2,67,4,20,4,1,1.6,Y,60,IDN,2,7,3,30,A,1,9,1,10,32,2,1,20,3,O.SDB,JMDBMG::RGC25413-2,27138,O. sativa,O. sativa,3,S,PHL,288,AV,ind3,indx,4055127,Indica,8,18,7,3
2009-11-01 00:00:00,87,20,61,80,9,60,3,60,AE60,61,14,42,20,8,Indonesia,1990WS,3,1,4,7,170,2,13,7,1990-10-25 00:00:00,1990-10-29 00:00:00,1990-06-13 00:00:00,2014-07-14 16:53:56.578314,3304643,1,5,8.7,3.1,2.4,126165,157,60,IRIS 313-9208,9,11,20,2,60,3,20,5,2,1.5,Y,60,IDN,2,7,3,27,A,3,3,4,10,48,2,1,20,3,O.SDB,KCDRM::RGC35310-1,35310,O. sativa,O. sativa,1,S,PHL,288,AV,ind3,ind3,3059385,Indica,9,21,9,3
2011-05-01 00:00:00,80,80,80,80,9,85,3,80,BA70,80,15,44,21,8,Indonesia,1996WS,1,2,4,6,170,3,13,3,1996-10-14 00:00:00,1996-10-16 00:00:00,1996-06-05 00:00:00,2014-07-14 16:53:56.578314,3363895,1,3,7.7,3,2,127483,133,41,IRIS 313-10777,1,84,20,2,60,4,54,4,5,1.5,Y,60,IDN,2,1,3,27,A,1,5,5,10,48,2,1,20,3,O.SDB,KMS::RGC17785-1,17785,O. sativa,O. sativa,3,S,PHL,288,AV,ind3,ind3,4056349,Indica,9,21,9,3
2011-05-01 00:00:00,80,10,61,80,9,60,3,60,BE38,60,12,36,18,6,Indonesia,1996WS,3,2,5,5,115,1,9,9,1996-10-14 00:00:00,1996-10-16 00:00:00,1996-06-05 00:00:00,2014-07-14 16:53:56.578314,3363555,1,5,8.4,2.9,2,127502,85,60,IRIS 313-11117,1,11,15,2,59,3,42,4,1,2,Y,60,IDN,2,1,3,24,A,1,9,5,10,33,2,1,20,3,O.SDB,KLCMG::RGC31974-1,31974,O. sativa,O. sativa,3,S,PHL,288,AV,trop,trop1,4056181,Tropical japonica,8,18,7,3
2011-05-01 00:00:00,20,20,61,80,9,60,3,60,AH15,61,15,44,21,8,Indonesia,1993WS,1,2,5,7,115,2,9,1,1993-11-22 00:00:00,1993-11-25 00:00:00,1993-07-14 00:00:00,2014-07-14 16:53:56.578314,3305560,1,3,7.9,2.6,2,127502,134,41,IRIS 313-8291,4,11,15,2,59,4,53,4,3,2,Y,60,IDN,2,3,3,24,A,1,9,5,10,33,2,1,20,3,O.SDB,KLCMG::RGC31974-1,66568,O. sativa,O. sativa,3,S,PHL,288,AV,ind3,ind3,4056181,Indica,9,21,9,3
2011-05-01 00:00:00,20,20,61,80,9,60,3,60,BG54,61,14,42,20,8,Indonesia,1993WS,3,2,5,5,129,2,14,3,1993-11-22 00:00:00,1993-11-25 00:00:00,1993-07-14 00:00:00,2014-07-14 16:53:56.578314,3363353,1,5,8.7,2.9,2,127502,134,60,IRIS 313-11319,3,11,21,2,56,3,42,4,5,1.6,Y,60,IDN,2,1,3,28,A,1,5,5,10,46,2,1,20,3,O.SDB,KLCMG::RGC31974-1,43709,O. sativa,O. sativa,3,S,PHL,288,AV,ind3,ind3,4056181,Indica,9,21,9,3
2011-05-01 00:00:00,20,20,62,80,9,60,3,60,BA71,61,14,42,20,8,Indonesia,2008WS,1,2,7.1,5,135,2,17,7,2008-11-03 00:00:00,2008-11-07 00:00:00,2008-06-25 00:00:00,2014-07-11 16:54:25.681866,3363894,1,7,7.9,2.8,2,127502,133,41,IRIS 313-10778,5,11,22,3,66.8,3,20,4,5,1.6,Y,60,IDN,4,9,3,21.2,A,1,2,5,10,43,2,1,20,3,O.SDB,KLCMG::RGC31974-1,17818,O. sativa,O. sativa,4,S,PHL,288,AV,ind3,ind3,4056181,Indica,9,21,9,3
2011-05-01 00:00:00,20,10,61,80,9,63,3,60,BA69,60,12,35,17,6,Indonesia,2008WS,3,2,5,4,100,2,12,7,2008-11-03 00:00:00,2008-11-07 00:00:00,2008-06-25 00:00:00,2014-07-11 16:54:25.681866,3363896,1,5,8.3,3.6,2,132343,83,60,IRIS 313-10776,5,11,9,3,58,3,42,4,1,2,Y,60,IDN,4,1,3,26,A,1,5,5,10,52,2,1,20,3,O.SDB,KLCMG::RGC31974-1,17775,O. sativa,O. sativa,5,S,PHL,288,AV,trop,trop1,4056181,Tropical japonica,7,17,7,3
